team,puntReturnTDs,netPassingYards,interceptionTDs,rushingTDs,sacks,fourthDownConversions,passAttempts,firstDowns,kickReturnTDs,tacklesForLoss,turnovers,kickReturnYards,games,fourthDowns,thirdDownConversions,passCompletions,passesIntercepted,rushingYards,interceptions,kickReturns,rushingAttempts,possessionTime,puntReturns,puntReturnYards,totalYards,thirdDowns,penalties,penaltyYards,fumblesLost,interceptionYards,fumblesRecovered,passingTDs,offense_score,defense_score,st_score,team_score
Ball State,0.0,0.6738581592839109,0.2,0.23255813953488372,0.37735849056603776,0.5,0.7783687943262412,0.7408536585365854,0.3333333333333333,0.47413793103448276,0.4827586206896552,0.8028311425682507,0.9230769230769231,0.6190476190476191,0.7731958762886598,0.7588075880758808,0.4,0.3609656777196044,0.5238095238095238,0.7777777777777778,0.5538922155688623,0.9118043913807907,0.29411764705882354,0.04215456674473068,0.6463943051686785,0.8719211822660099,0.5267857142857143,0.5545361875637105,0.21428571428571427,0.2533039647577093,0.5,0.6842105263157895,2.4660197557776815,1.7048003863582297,1.87517872290243,6.0459988650383405
Baylor,0.0,0.677530410833142,0.2,0.5348837209302325,0.4339622641509434,0.7916666666666666,0.6418439716312057,0.8170731707317073,0.3333333333333333,0.5689655172413793,0.4482758620689655,0.5217391304347826,0.9230769230769231,0.7380952380952381,0.7525773195876289,0.6043360433604336,0.65,0.6591041303083188,0.42857142857142855,0.5555555555555556,0.6826347305389222,0.8233225661364845,0.4411764705882353,0.7259953161592506,0.8074899411946765,0.812807881773399,0.6785714285714286,0.7696228338430173,0.2857142857142857,0.28193832599118945,0.5714285714285714,0.7631578947368421,2.7932778038134654,2.134866107383512,2.148166505059298,7.076310416256276
Boise State,0.0,0.619003901767271,0.4,0.9302325581395349,0.8490566037735849,0.5833333333333334,0.625886524822695,0.8658536585365854,0.3333333333333333,0.8017241379310345,0.27586206896551724,0.44691607684529827,1.0,0.47619047619047616,0.7938144329896907,0.5962059620596206,0.3,0.887434554973822,0.19047619047619047,0.4222222222222222,0.7065868263473054,0.9316351146910905,0.6176470588235294,0.19672131147540983,0.8895078922934077,0.7635467980295566,0.5535714285714286,0.5575942915392457,0.2857142857142857,0.31497797356828194,0.5714285714285714,0.5526315789473685,2.94529509638619,2.6657587152729008,1.6807000022498275,7.291753813908918
Boston College,0.0,0.5255910029837044,0.6,0.5116279069767442,0.49056603773584906,0.6666666666666666,0.5124113475177305,0.7073170731707317,0.0,0.5258620689655172,0.5172413793103449,0.24772497472194135,0.9230769230769231,0.7619047619047619,0.7422680412371134,0.4905149051490515,0.8,0.6207097149505526,0.3333333333333333,0.35555555555555557,0.7440119760479041,0.9383816494255224,0.6470588235294118,0.3185011709601874,0.6846177653977097,0.8226600985221675,0.48214285714285715,0.5300713557594292,0.5714285714285714,0.6828193832599119,0.5,0.631578947368421,2.520970860566971,3.0992474899612787,1.30736710397258,6.9275854545008295
Bowling Green,0.0,0.6185448703236172,0.2,0.46511627906976744,0.5471698113207547,0.5416666666666666,0.6542553191489362,0.7195121951219512,0.3333333333333333,0.5517241379310345,0.3448275862068966,0.5591506572295247,0.9230769230769231,0.5238095238095238,0.6185567010309279,0.6585365853658537,0.55,0.5049447353112274,0.2857142857142857,0.5777777777777777,0.5958083832335329,0.9360510283354458,0.6176470588235294,0.24355971896955503,0.6857010213556175,0.7931034482758621,0.5535714285714286,0.5443425076452599,0.2857142857142857,0.31277533039647576,0.14285714285714285,0.42105263157894735,2.3830975384768647,2.1616692796482653,1.9428904551114334,6.487657273236563
Buffalo,0.0,0.5244434243745697,0.4,0.5348837209302325,0.5283018867924528,0.5,0.5815602836879432,0.6798780487804879,0.0,0.7068965517241379,0.4482758620689655,0.416582406471183,0.9230769230769231,0.5476190476190477,0.5876288659793815,0.5013550135501355,0.6,0.5796974985456661,0.2857142857142857,0.5777777777777777,0.7035928143712575,0.8403320112851127,0.4411764705882353,0.4238875878220141,0.6620241411327762,0.8275862068965517,0.4642857142857143,0.5208970438328236,0.5,0.6960352422907489,0.5,0.5,2.3169757994868028,2.9312336808073396,1.5495202022160084,6.797729682510151
BYU,0.5,0.6437915997245811,0.2,0.4186046511627907,0.3018867924528302,0.75,0.6294326241134752,0.8109756097560976,1.0,0.5,0.6206896551724138,0.5369059656218402,0.9230769230769231,0.5714285714285714,0.5051546391752577,0.5501355013550135,1.0,0.5584642233856894,0.5238095238095238,0.4444444444444444,0.6152694610778443,0.9103324201660057,0.4117647058823529,0.3044496487119438,0.7311977715877437,0.6847290640394089,0.5089285714285714,0.49031600407747195,0.5,0.2488986784140969,0.5,0.5263157894736842,2.5053582156310323,2.2507854708669273,2.6646373038838176,7.420780990381777
California,0.0,0.7335322469589167,0.2,0.37209302325581395,0.6037735849056604,0.4583333333333333,0.7535460992907801,0.7560975609756098,0.3333333333333333,0.603448275862069,0.3448275862068966,0.33367037411526795,0.9230769230769231,0.5714285714285714,0.6804123711340206,0.7669376693766937,0.85,0.40924956369982546,0.3333333333333333,0.35555555555555557,0.5913173652694611,0.8875986425154353,0.5,0.1756440281030445,0.7123181677499226,0.8620689655172413,0.8125,0.745158002038736,0.21428571428571427,0.2444933920704846,0.35714285714285715,0.42105263157894735,2.3986889191017555,2.5017152528382143,1.415169409256001,6.315573581195971
Central Michigan,0.5,0.45008033050263946,0.2,0.3953488372093023,0.5849056603773585,0.625,0.5354609929078015,0.6554878048780488,0.3333333333333333,0.7931034482758621,0.8275862068965517,0.6784630940343782,0.9230769230769231,0.6190476190476191,0.5876288659793815,0.45257452574525747,0.1,0.589586969168121,0.5714285714285714,0.8222222222222222,0.6691616766467066,0.866541276526148,0.5294117647058824,0.5175644028103045,0.6171463943051687,0.7980295566502463,0.7232142857142857,0.745158002038736,0.8571428571428571,0.11674008810572688,0.21428571428571427,0.2894736842105263,2.0351037500882354,1.7947491967589473,2.8174956809217666,6.647348627768949
Charlotte,0.0,0.6171677759926555,0.2,0.37209302325581395,0.2641509433962264,0.4166666666666667,0.625886524822695,0.6310975609756098,0.0,0.5086206896551724,0.7241379310344828,0.8432760364004045,0.9230769230769231,0.5714285714285714,0.4845360824742268,0.4796747967479675,0.5,0.4141942990110529,0.6666666666666666,0.8666666666666667,0.5793413173652695,0.8427852966430879,0.38235294117647056,0.11241217798594848,0.6364902506963789,0.7635467980295566,0.8303571428571429,0.799184505606524,0.5,0.20704845814977973,0.14285714285714285,0.42105263157894735,1.8006365718546835,1.6798200912011785,1.837256518524575,5.317713181580437
Cincinnati,0.0,0.6513656185448703,0.0,0.4418604651162791,0.3584905660377358,0.4583333333333333,0.700354609929078,0.8079268292682927,0.0,0.5603448275862069,0.6206896551724138,0.3943377148634985,0.9230769230769231,0.47619047619047616,0.6701030927835051,0.6829268292682927,0.25,0.6457242582897034,0.3333333333333333,0.4222222222222222,0.6347305389221557,0.9335977429774707,0.2647058823529412,0.09836065573770492,0.7827298050139275,0.7635467980295566,0.5714285714285714,0.5433231396534148,0.7857142857142857,0.0022026431718061676,0.6428571428571429,0.47368421052631576,2.353915369088091,1.1710380367957487,0.9830220626469726,4.507975468530812
Clemson,0.0,0.757631397750746,0.4,0.5348837209302325,0.5849056603773585,0.4583333333333333,0.7890070921985816,0.9054878048780488,0.0,0.6982758620689655,0.3103448275862069,0.2275025278058645,1.0,0.42857142857142855,0.7938144329896907,0.7615176151761518,0.7,0.6672484002326934,0.2857142857142857,0.26666666666666666,0.6197604790419161,0.902768123645582,0.5,0.32786885245901637,0.8658310120705663,0.8325123152709359,0.5714285714285714,0.6136595310907238,0.21428571428571427,0.28854625550660795,0.6428571428571429,0.7894736842105263,2.8880822413556317,2.671727777952932,1.1016983724429563,6.6615083917515205
